nom,date,national_cumulative_confirmed_deaths
Luiza,2026-05-19,4
Katoka,2026-05-19,4
Ndesha,2026-05-19,4
Tshikaji,2026-05-19,4
Bilomba,2026-05-19,4
Ndekesha,2026-05-19,4
Bunkonde,2026-05-19,4
Mikalayi,2026-05-19,4
Luambo,2026-05-19,4
Katende,2026-05-19,4
Ndjoko-Mpunda,2026-05-19,4
Lubondaie,2026-05-19,4
Kakenge,2026-05-19,4
Rwampara,2026-05-19,4
Bunia,2026-05-19,4
Jiba,2026-05-19,4
Linga,2026-05-19,4
Mangala,2026-05-19,4
Damas,2026-05-19,4
Fataki,2026-05-19,4
Drodro,2026-05-19,4
Tchomia,2026-05-19,4
Rethy,2026-05-19,4
Nyakunde,2026-05-19,4
Nizi,2026-05-19,4
Bambu,2026-05-19,4
Kilo,2026-05-19,4
Mongbalu,2026-05-19,4
Komanda,2026-05-19,4
Gethy,2026-05-19,4
Boga,2026-05-19,4
Nia-Nia,2026-05-19,4
Mandima,2026-05-19,4
Lolwa,2026-05-19,4
Lita,2026-05-19,4
Boma-Mangbetu,2026-05-19,4
Isiro,2026-05-19,4
Wamba,2026-05-19,4
Doruma,2026-05-19,4
Pawa,2026-05-19,4
Niangara,2026-05-19,4
Rungu,2026-05-19,4
Mambasa,2026-05-19,4
Rimba,2026-05-19,4
Logo,2026-05-19,4
Angumu,2026-05-19,4
Nyarambe,2026-05-19,4
Mahagi,2026-05-19,4
Makoro,2026-05-19,4
Kambala,2026-05-19,4
Biringi,2026-05-19,4
Laybo,2026-05-19,4
Ariwara,2026-05-19,4
Adi,2026-05-19,4
Aru,2026-05-19,4
Adja,2026-05-19,4
Aungba,2026-05-19,4
Faradje,2026-05-19,4
Gombari,2026-05-19,4
Dungu,2026-05-19,4
Watsa,2026-05-19,4
Demba,2026-05-19,4
Mutoto,2026-05-19,4
Lubunga (Kasaï-Central),2026-05-19,4
Kananga,2026-05-19,4
Maluku II,2026-05-19,4
Nselo,2026-05-19,4
Lomela,2026-05-19,4
Nioki,2026-05-19,4
Bolobo,2026-05-19,4
Mushie,2026-05-19,4
Kwamouth,2026-05-19,4
Mokala,2026-05-19,4
Kisanji,2026-05-19,4
Lukonga,2026-05-19,4
Tunda,2026-05-19,4
Bosobolo,2026-05-19,4
Businga,2026-05-19,4
Boto,2026-05-19,4
Lisala,2026-05-19,4
Ndage,2026-05-19,4
Mwela Lembwa,2026-05-19,4
Kingabwa,2026-05-19,4
Likati,2026-05-19,4
Yahuma,2026-05-19,4
Ikela,2026-05-19,4
Lubunga (Tshopo),2026-05-19,4
Ubundu,2026-05-19,4
Kailo,2026-05-19,4
Ototo,2026-05-19,4
Tshumbe,2026-05-19,4
Lusangi,2026-05-19,4
Bobozo,2026-05-19,4
Punia,2026-05-19,4
Kyondo,2026-05-19,4
Mabalako,2026-05-19,4
Biena,2026-05-19,4
Masereka,2026-05-19,4
Lubero,2026-05-19,4
Manguredjipa,2026-05-19,4
Mutwanga,2026-05-19,4
Kamango,2026-05-19,4
Oicha,2026-05-19,4
Binza,2026-05-19,4
Rwanguba,2026-05-19,4
Rutshuru,2026-05-19,4
Birambizo,2026-05-19,4
Beni,2026-05-19,4
Vuhovi,2026-05-19,4
Musienene,2026-05-19,4
Butembo,2026-05-19,4
Katwa,2026-05-19,4
Kayna,2026-05-19,4
Goma,2026-05-19,4
Karisimbi,2026-05-19,4
Kibua,2026-05-19,4
Masisi,2026-05-19,4
Mweso,2026-05-19,4
Kirotshe,2026-05-19,4
Pinga,2026-05-19,4
Walikale,2026-05-19,4
Kibirizi,2026-05-19,4
Kalunguta,2026-05-19,4
Alimbongo,2026-05-19,4
Nyiragongo,2026-05-19,4
Katoyi,2026-05-19,4
Bambo,2026-05-19,4
Itebero,2026-05-19,4
Mwana,2026-05-19,4
Kaziba,2026-05-19,4
Nyantende,2026-05-19,4
Nyangezi,2026-05-19,4
Kabare,2026-05-19,4
Mubumbano,2026-05-19,4
Walungu,2026-05-19,4
Hauts-Plateaux,2026-05-19,4
Kaniola,2026-05-19,4
Kalonge,2026-05-19,4
Bunyakiri,2026-05-19,4
Uvira,2026-05-19,4
Kitutu,2026-05-19,4
Kamituga,2026-05-19,4
Itombwe,2026-05-19,4
Minembwe,2026-05-19,4
Nundu,2026-05-19,4
Ruzizi,2026-05-19,4
Lemera,2026-05-19,4
Fizi,2026-05-19,4
Shabunda,2026-05-19,4
Lulingu,2026-05-19,4
Kalole,2026-05-19,4
Mwenga,2026-05-19,4
Mulungu,2026-05-19,4
Bagira,2026-05-19,4
Kadutu,2026-05-19,4
Ibanda,2026-05-19,4
Katana,2026-05-19,4
Lualaba,2026-05-19,4
Kafakumba,2026-05-19,4
Kanzenze,2026-05-19,4
Kasaji,2026-05-19,4
Dilolo,2026-05-19,4
Sandoa,2026-05-19,4
Kalamba,2026-05-19,4
Lubudi,2026-05-19,4
Bunkeya,2026-05-19,4
Fungurume,2026-05-19,4
Kambove,2026-05-19,4
Lubumbashi,2026-05-19,4
Kisanga,2026-05-19,4
Katuba,2026-05-19,4
Mumbunda,2026-05-19,4
Kipushi,2026-05-19,4
Sakania,2026-05-19,4
Kafubu,2026-05-19,4
Kilela Balanda,2026-05-19,4
Manika,2026-05-19,4
Vangu,2026-05-19,4
Kowe,2026-05-19,4
Mitwaba,2026-05-19,4
Gombe,2026-05-19,4
Minova,2026-05-19,4
Kalehe,2026-05-19,4
Miti-Murhesa,2026-05-19,4
Idjwi,2026-05-19,4
Aba,2026-05-19,4
Masina II,2026-05-19,4
Kapanga,2026-05-19,4
Dilala,2026-05-19,4
Mutshatsha,2026-05-19,4
Kikula,2026-05-19,4
Kimbi Lulenge,2026-05-19,4
Ferekeni,2026-05-19,4
Wapinda,2026-05-19,4
Likasi,2026-05-19,4
Kasenga,2026-05-19,4
Ntandembelo,2026-05-19,4
Yumbi,2026-05-19,4
Tshudi Loto,2026-05-19,4
Kiri,2026-05-19,4
Bosanga,2026-05-19,4
Yalifafo,2026-05-19,4
Dekese,2026-05-19,4
Mimia,2026-05-19,4
Makanza,2026-05-19,4
Bomongo,2026-05-19,4
Lolanga Mampoko,2026-05-19,4
Penjwa,2026-05-19,4
Bokungu,2026-05-19,4
Wema,2026-05-19,4
Befale,2026-05-19,4
Lotumbe,2026-05-19,4
Monkoto,2026-05-19,4
Djombo,2026-05-19,4
Bongandanga,2026-05-19,4
Lingomo,2026-05-19,4
Basankusu,2026-05-19,4
Boende,2026-05-19,4
Mompono,2026-05-19,4
Monieka,2026-05-19,4
Banjow Moke,2026-05-19,4
Inongo,2026-05-19,4
Wangata,2026-05-19,4
Bolenge,2026-05-19,4
Bolomba,2026-05-19,4
Ingende,2026-05-19,4
Iboko,2026-05-19,4
Irebu,2026-05-19,4
Mbandaka,2026-05-19,4
Lukolela,2026-05-19,4
Bikoro,2026-05-19,4
Ntondo,2026-05-19,4
Lilanga Bobangi,2026-05-19,4
Wembo Nyama,2026-05-20,6
Kole,2026-05-20,6
Pania Mutombo,2026-05-20,6
Minga,2026-05-20,6
Lusambo,2026-05-20,6
Dikungu,2026-05-20,6
Vanga Kete,2026-05-20,6
Lodja,2026-05-20,6
Omendjadi,2026-05-20,6
Djalo Djeka,2026-05-20,6
Katako Kombe,2026-05-20,6
Bena Dibele,2026-05-20,6
Kamiji,2026-05-20,6
Tshitenge,2026-05-20,6
Miabi,2026-05-20,6
Ngandajika,2026-05-20,6
Mulumba,2026-05-20,6
Tshilenge,2026-05-20,6
Cilundu,2026-05-20,6
Lubao,2026-05-20,6
Kalonda Est,2026-05-20,6
Kabinda,2026-05-20,6
Ludimbi Lukula,2026-05-20,6
Kalambayi Kabanga,2026-05-20,6
Makota,2026-05-20,6
Mwene Ditu,2026-05-20,6
Wikong,2026-05-20,6
Luputa,2026-05-20,6
Kanda Kanda,2026-05-20,6
Bonzola,2026-05-20,6
Dibindi,2026-05-20,6
Kansele,2026-05-20,6
Muya,2026-05-20,6
Diulu,2026-05-20,6
Bipemba,2026-05-20,6
Mpokolo,2026-05-20,6
Nzaba,2026-05-20,6
Kabeya Kamuanga,2026-05-20,6
Mukumbi,2026-05-20,6
Lukelenge,2026-05-20,6
Tshishimbi,2026-05-20,6
Lubilanji,2026-05-20,6
Kamana,2026-05-20,6
Kasansa,2026-05-20,6
Bibanga,2026-05-20,6
Kalenda,2026-05-20,6
Tshofa,2026-05-20,6
Pimu,2026-05-20,6
Nyanga,2026-05-20,6
Kalonda Ouest,2026-05-20,6
Kamonia,2026-05-20,6
Mutena,2026-05-20,6
Banga Lubaka,2026-05-20,6
Kamwesha,2026-05-20,6
Mweka,2026-05-20,6
Moba,2026-05-20,6
Bogosenubia,2026-05-20,6
Moanda,2026-05-20,6
Kitona,2026-05-20,6
Boma,2026-05-20,6
Boma Bungu,2026-05-20,6
Seke-Banza,2026-05-20,6
Inga,2026-05-20,6
Lukula,2026-05-20,6
Tshela,2026-05-20,6
Vaku,2026-05-20,6
Kizu,2026-05-20,6
Kibunzi,2026-05-20,6
Luozi,2026-05-20,6
Kimpangu,2026-05-20,6
Ngidinga,2026-05-20,6
Boko-Kivulu,2026-05-20,6
Mbanza-Ngungu,2026-05-20,6
Kwilu-Ngongo,2026-05-20,6
Kisantu,2026-05-20,6
Mikope,2026-05-20,6
Oshwe,2026-05-20,6
Bosobe,2026-05-20,6
Bokoro,2026-05-20,6
Masi-Manimba,2026-05-20,6
Yasa-Bonga,2026-05-20,6
Idiofa,2026-05-20,6
Ipamu,2026-05-20,6
Koshibanda,2026-05-20,6
Kingandu,2026-05-20,6
Bulungu,2026-05-20,6
Bagata,2026-05-20,6
Bandundu,2026-05-20,6
Kajiji,2026-05-20,6
Kikwit-Nord,2026-05-20,6
Lusanga,2026-05-20,6
Feshi,2026-05-20,6
Wamba Lwadi,2026-05-20,6
Panzi,2026-05-20,6
Tembo,2026-05-20,6
Moanza,2026-05-20,6
Kimbau,2026-05-20,6
Kenge,2026-05-20,6
Boko,2026-05-20,6
Viadana,2026-05-20,6
Poko,2026-05-20,6
Basali,2026-05-20,6
Basoko,2026-05-20,6
Bengamisa,2026-05-20,6
Yakusu,2026-05-20,6
Yahisuli,2026-05-20,6
Yabaondo,2026-05-20,6
Isangi,2026-05-20,6
Yaleko,2026-05-20,6
Banalia,2026-05-20,6
Bafwasende,2026-05-20,6
Bafwagbogbo,2026-05-20,6
Buta,2026-05-20,6
Titule,2026-05-20,6
Ganga,2026-05-20,6
Vanga,2026-05-20,6
Djuma,2026-05-20,6
Sia,2026-05-20,6
Mungindu,2026-05-20,6
Kimputu,2026-05-20,6
Mosango,2026-05-20,6
Pay Kongila,2026-05-20,6
Matadi,2026-05-20,6
Nzanza,2026-05-20,6
Ndjili,2026-05-20,6
Mont Ngafula I,2026-05-20,6
Biyela,2026-05-20,6
Kikimi,2026-05-20,6
Lemba,2026-05-20,6
Matete,2026-05-20,6
Kisenso,2026-05-20,6
Lingwala,2026-05-20,6
Barumbu,2026-05-20,6
Kinshasa,2026-05-20,6
Limete,2026-05-20,6
Kalamu II,2026-05-20,6
Kalamu I,2026-05-20,6
Bumbu,2026-05-20,6
Makala,2026-05-20,6
Ngaba,2026-05-20,6
Bandalungwa,2026-05-20,6
Selembao,2026-05-20,6
Masina I,2026-05-20,6
Kintambo,2026-05-20,6
Kasa-Vubu,2026-05-20,6
Ngiri-Ngiri,2026-05-20,6
Binza Meteo,2026-05-20,6
Binza Ozone,2026-05-20,6
Kikongo,2026-05-20,6
Mont Ngafula II,2026-05-20,6
Sona-Bata,2026-05-20,6
Nsele,2026-05-20,6
Kanzala,2026-05-20,6
Tshikapa,2026-05-20,6
Kingasani,2026-05-20,6
Kimbanseke,2026-05-20,6
Bwamanda,2026-05-20,6
Kungu,2026-05-20,6
Loko,2026-05-20,6
Bangabola,2026-05-20,6
Boso Mondanda,2026-05-20,6
Budjala,2026-05-20,6
Binga,2026-05-20,6
Yamaluka,2026-05-20,6
Boso Manzi,2026-05-20,6
Karawa,2026-05-20,6
Bominenge,2026-05-20,6
Gemena,2026-05-20,6
Mbaya,2026-05-20,6
Bulu,2026-05-20,6
Tandala,2026-05-20,6
Kibombo,2026-05-20,6
Kindu,2026-05-20,6
Alunguli,2026-05-20,6
Kokolo,2026-05-20,6
Police,2026-05-20,6
Makiso-Kisangani,2026-05-20,6
Mangobo,2026-05-20,6
Kabondo,2026-05-20,6
Tshopo,2026-05-20,6
Kaniama,2026-05-20,6
Kalemie,2026-05-20,6
Kansimba,2026-05-20,6
Butumba,2026-05-20,6
Kinkondja,2026-05-20,6
Baka,2026-05-20,6
Kiyambi,2026-05-20,6
Manono,2026-05-20,6
Samba,2026-05-20,6
Kasongo,2026-05-20,6
Kunda,2026-05-20,6
Saramabila,2026-05-20,6
Kampene,2026-05-20,6
Nyemba,2026-05-20,6
Nyunzu,2026-05-20,6
Kabambare,2026-05-20,6
Pangi,2026-05-20,6
Kalima,2026-05-20,6
Yalimbongo,2026-05-20,6
Aketi,2026-05-20,6
Lolo,2026-05-20,6
Yamongili,2026-05-20,6
Abuzi,2026-05-20,6
Yambuku,2026-05-20,6
Wasolo,2026-05-20,6
Bosondjo,2026-05-20,6
Bumba,2026-05-20,6
Mondombe,2026-05-20,6
Djolu,2026-05-20,6
Opienge,2026-05-20,6
Obokote,2026-05-20,6
Lowa,2026-05-20,6
Wanierukula,2026-05-20,6
Lubutu,2026-05-20,6
Kitenda,2026-05-20,6
Kasongo Lunda,2026-05-20,6
Popokabaka,2026-05-20,6
Kimvula,2026-05-20,6
Maluku I,2026-05-20,6
Kimpese,2026-05-20,6
Nsona-Mpangu,2026-05-20,6
Kangu,2026-05-20,6
Kuimba,2026-05-20,6
Kinkonzi,2026-05-20,6
Mangembo,2026-05-20,6
Gombe-Matadi,2026-05-20,6
Masa,2026-05-20,6
Bokonzi,2026-05-20,6
Mawuya,2026-05-20,6
Zongo,2026-05-20,6
Libenge,2026-05-20,6
Bili (Nord-Ubangi),2026-05-20,6
Gbadolite,2026-05-20,6
Mobayi Mbongo,2026-05-20,6
Yakoma,2026-05-20,6
Monga,2026-05-20,6
Bondo,2026-05-20,6
Bili (Bas-Uele),2026-05-20,6
Ango,2026-05-20,6
Opala,2026-05-20,6
Kahemba,2026-05-20,6
Gungu,2026-05-20,6
Kitangwa,2026-05-20,6
Mukedi,2026-05-20,6
Kongolo,2026-05-20,6
Mbulula,2026-05-20,6
Kabalo,2026-05-20,6
Bukama,2026-05-20,6
Kabondo Dianda,2026-05-20,6
Kabongo,2026-05-20,6
Songa,2026-05-20,6
Kayamba,2026-05-20,6
Kitenge,2026-05-20,6
Ankoro,2026-05-20,6
Mulongo,2026-05-20,6
Lwamba,2026-05-20,6
Mukanga,2026-05-20,6
Malemba,2026-05-20,6
Kinda,2026-05-20,6
Kamina,2026-05-20,6
Kikwit-Sud,2026-05-20,6
Kenya,2026-05-20,6
Kamalondo,2026-05-20,6
Tshamilemba,2026-05-20,6
Pweto,2026-05-20,6
Lukafu,2026-05-20,6
Mufunga Sampwe,2026-05-20,6
Kilwa,2026-05-20,6
Kapolowe,2026-05-20,6
Panda,2026-05-20,6
Kashobwe,2026-05-20,6
Kampemba,2026-05-20,6
Rwashi,2026-05-20,6
Bena Tshiadi,2026-05-20,6
Yangala,2026-05-20,6
Ilebo,2026-05-20,6
Luebo,2026-05-20,6
Bena Leka,2026-05-20,6
Muetshi,2026-05-20,6
Tshikula,2026-05-20,6
Dibaya,2026-05-20,6
Kalomba,2026-05-20,6
Tshibala,2026-05-20,6
Mushenge,2026-05-20,6
Bulape,2026-05-20,6
Masuika,2026-05-20,6
Luiza,2026-05-20,6
Katoka,2026-05-20,6
Ndesha,2026-05-20,6
Tshikaji,2026-05-20,6
Bilomba,2026-05-20,6
Ndekesha,2026-05-20,6
Bunkonde,2026-05-20,6
Mikalayi,2026-05-20,6
Luambo,2026-05-20,6
Katende,2026-05-20,6
Ndjoko-Mpunda,2026-05-20,6
Lubondaie,2026-05-20,6
Kakenge,2026-05-20,6
Rwampara,2026-05-20,6
Bunia,2026-05-20,6
Jiba,2026-05-20,6
Linga,2026-05-20,6
Mangala,2026-05-20,6
Damas,2026-05-20,6
Fataki,2026-05-20,6
Drodro,2026-05-20,6
Tchomia,2026-05-20,6
Rethy,2026-05-20,6
Nyakunde,2026-05-20,6
Nizi,2026-05-20,6
Bambu,2026-05-20,6
Kilo,2026-05-20,6
Mongbalu,2026-05-20,6
Komanda,2026-05-20,6
Gethy,2026-05-20,6
Boga,2026-05-20,6
Nia-Nia,2026-05-20,6
Mandima,2026-05-20,6
Lolwa,2026-05-20,6
Lita,2026-05-20,6
Boma-Mangbetu,2026-05-20,6
Isiro,2026-05-20,6
Wamba,2026-05-20,6
Doruma,2026-05-20,6
Pawa,2026-05-20,6
Niangara,2026-05-20,6
Rungu,2026-05-20,6
Mambasa,2026-05-20,6
Rimba,2026-05-20,6
Logo,2026-05-20,6
Angumu,2026-05-20,6
Nyarambe,2026-05-20,6
Mahagi,2026-05-20,6
Makoro,2026-05-20,6
Kambala,2026-05-20,6
Biringi,2026-05-20,6
Laybo,2026-05-20,6
Ariwara,2026-05-20,6
Adi,2026-05-20,6
Aru,2026-05-20,6
Adja,2026-05-20,6
Aungba,2026-05-20,6
Faradje,2026-05-20,6
Gombari,2026-05-20,6
Dungu,2026-05-20,6
Watsa,2026-05-20,6
Demba,2026-05-20,6
Mutoto,2026-05-20,6
Lubunga (Kasaï-Central),2026-05-20,6
Kananga,2026-05-20,6
Maluku II,2026-05-20,6
Nselo,2026-05-20,6
Lomela,2026-05-20,6
Nioki,2026-05-20,6
Bolobo,2026-05-20,6
Mushie,2026-05-20,6
Kwamouth,2026-05-20,6
Mokala,2026-05-20,6
Kisanji,2026-05-20,6
Lukonga,2026-05-20,6
Tunda,2026-05-20,6
Bosobolo,2026-05-20,6
Businga,2026-05-20,6
Boto,2026-05-20,6
Lisala,2026-05-20,6
Ndage,2026-05-20,6
Mwela Lembwa,2026-05-20,6
Kingabwa,2026-05-20,6
Likati,2026-05-20,6
Yahuma,2026-05-20,6
Ikela,2026-05-20,6
Lubunga (Tshopo),2026-05-20,6
Ubundu,2026-05-20,6
Kailo,2026-05-20,6
Ototo,2026-05-20,6
Tshumbe,2026-05-20,6
Lusangi,2026-05-20,6
Bobozo,2026-05-20,6
Punia,2026-05-20,6
Kyondo,2026-05-20,6
Mabalako,2026-05-20,6
Biena,2026-05-20,6
Masereka,2026-05-20,6
Lubero,2026-05-20,6
Manguredjipa,2026-05-20,6
Mutwanga,2026-05-20,6
Kamango,2026-05-20,6
Oicha,2026-05-20,6
Binza,2026-05-20,6
Rwanguba,2026-05-20,6
Rutshuru,2026-05-20,6
Birambizo,2026-05-20,6
Beni,2026-05-20,6
Vuhovi,2026-05-20,6
Musienene,2026-05-20,6
Butembo,2026-05-20,6
Katwa,2026-05-20,6
Kayna,2026-05-20,6
Goma,2026-05-20,6
Karisimbi,2026-05-20,6
Kibua,2026-05-20,6
Masisi,2026-05-20,6
Mweso,2026-05-20,6
Kirotshe,2026-05-20,6
Pinga,2026-05-20,6
Walikale,2026-05-20,6
Kibirizi,2026-05-20,6
Kalunguta,2026-05-20,6
Alimbongo,2026-05-20,6
Nyiragongo,2026-05-20,6
Katoyi,2026-05-20,6
Bambo,2026-05-20,6
Itebero,2026-05-20,6
Mwana,2026-05-20,6
Kaziba,2026-05-20,6
Nyantende,2026-05-20,6
Nyangezi,2026-05-20,6
Kabare,2026-05-20,6
Mubumbano,2026-05-20,6
Walungu,2026-05-20,6
Hauts-Plateaux,2026-05-20,6
Kaniola,2026-05-20,6
Kalonge,2026-05-20,6
Bunyakiri,2026-05-20,6
Uvira,2026-05-20,6
Kitutu,2026-05-20,6
Kamituga,2026-05-20,6
Itombwe,2026-05-20,6
Minembwe,2026-05-20,6
Nundu,2026-05-20,6
Ruzizi,2026-05-20,6
Lemera,2026-05-20,6
Fizi,2026-05-20,6
Shabunda,2026-05-20,6
Lulingu,2026-05-20,6
Kalole,2026-05-20,6
Mwenga,2026-05-20,6
Mulungu,2026-05-20,6
Bagira,2026-05-20,6
Kadutu,2026-05-20,6
Ibanda,2026-05-20,6
Katana,2026-05-20,6
Lualaba,2026-05-20,6
Kafakumba,2026-05-20,6
Kanzenze,2026-05-20,6
Kasaji,2026-05-20,6
Dilolo,2026-05-20,6
Sandoa,2026-05-20,6
Kalamba,2026-05-20,6
Lubudi,2026-05-20,6
Bunkeya,2026-05-20,6
Fungurume,2026-05-20,6
Kambove,2026-05-20,6
Lubumbashi,2026-05-20,6
Kisanga,2026-05-20,6
Katuba,2026-05-20,6
Mumbunda,2026-05-20,6
Kipushi,2026-05-20,6
Sakania,2026-05-20,6
Kafubu,2026-05-20,6
Kilela Balanda,2026-05-20,6
Manika,2026-05-20,6
Vangu,2026-05-20,6
Kowe,2026-05-20,6
Mitwaba,2026-05-20,6
Gombe,2026-05-20,6
Minova,2026-05-20,6
Kalehe,2026-05-20,6
Miti-Murhesa,2026-05-20,6
Idjwi,2026-05-20,6
Aba,2026-05-20,6
Masina II,2026-05-20,6
Kapanga,2026-05-20,6
Dilala,2026-05-20,6
Mutshatsha,2026-05-20,6
Kikula,2026-05-20,6
Kimbi Lulenge,2026-05-20,6
Ferekeni,2026-05-20,6
Wapinda,2026-05-20,6
Likasi,2026-05-20,6
Kasenga,2026-05-20,6
Ntandembelo,2026-05-20,6
Yumbi,2026-05-20,6
Tshudi Loto,2026-05-20,6
Kiri,2026-05-20,6
Bosanga,2026-05-20,6
Yalifafo,2026-05-20,6
Dekese,2026-05-20,6
Mimia,2026-05-20,6
Makanza,2026-05-20,6
Bomongo,2026-05-20,6
Lolanga Mampoko,2026-05-20,6
Penjwa,2026-05-20,6
Bokungu,2026-05-20,6
Wema,2026-05-20,6
Befale,2026-05-20,6
Lotumbe,2026-05-20,6
Monkoto,2026-05-20,6
Djombo,2026-05-20,6
Bongandanga,2026-05-20,6
Lingomo,2026-05-20,6
Basankusu,2026-05-20,6
Boende,2026-05-20,6
Mompono,2026-05-20,6
Monieka,2026-05-20,6
Banjow Moke,2026-05-20,6
Inongo,2026-05-20,6
Wangata,2026-05-20,6
Bolenge,2026-05-20,6
Bolomba,2026-05-20,6
Ingende,2026-05-20,6
Iboko,2026-05-20,6
Irebu,2026-05-20,6
Mbandaka,2026-05-20,6
Lukolela,2026-05-20,6
Bikoro,2026-05-20,6
Ntondo,2026-05-20,6
Lilanga Bobangi,2026-05-20,6
Wembo Nyama,2026-05-21,9
Kole,2026-05-21,9
Pania Mutombo,2026-05-21,9
Minga,2026-05-21,9
Lusambo,2026-05-21,9
Dikungu,2026-05-21,9
Vanga Kete,2026-05-21,9
Lodja,2026-05-21,9
Omendjadi,2026-05-21,9
Djalo Djeka,2026-05-21,9
Katako Kombe,2026-05-21,9
Bena Dibele,2026-05-21,9
Kamiji,2026-05-21,9
Tshitenge,2026-05-21,9
Miabi,2026-05-21,9
Ngandajika,2026-05-21,9
Mulumba,2026-05-21,9
Tshilenge,2026-05-21,9
Cilundu,2026-05-21,9
Lubao,2026-05-21,9
Kalonda Est,2026-05-21,9
Kabinda,2026-05-21,9
Ludimbi Lukula,2026-05-21,9
Kalambayi Kabanga,2026-05-21,9
Makota,2026-05-21,9
Mwene Ditu,2026-05-21,9
Wikong,2026-05-21,9
Luputa,2026-05-21,9
Kanda Kanda,2026-05-21,9
Bonzola,2026-05-21,9
Dibindi,2026-05-21,9
Kansele,2026-05-21,9
Muya,2026-05-21,9
Diulu,2026-05-21,9
Bipemba,2026-05-21,9
Mpokolo,2026-05-21,9
Nzaba,2026-05-21,9
Kabeya Kamuanga,2026-05-21,9
Mukumbi,2026-05-21,9
Lukelenge,2026-05-21,9
Tshishimbi,2026-05-21,9
Lubilanji,2026-05-21,9
Kamana,2026-05-21,9
Kasansa,2026-05-21,9
Bibanga,2026-05-21,9
Kalenda,2026-05-21,9
Tshofa,2026-05-21,9
Pimu,2026-05-21,9
Nyanga,2026-05-21,9
Kalonda Ouest,2026-05-21,9
Kamonia,2026-05-21,9
Mutena,2026-05-21,9
Banga Lubaka,2026-05-21,9
Kamwesha,2026-05-21,9
Mweka,2026-05-21,9
Moba,2026-05-21,9
Bogosenubia,2026-05-21,9
Moanda,2026-05-21,9
Kitona,2026-05-21,9
Boma,2026-05-21,9
Boma Bungu,2026-05-21,9
Seke-Banza,2026-05-21,9
Inga,2026-05-21,9
Lukula,2026-05-21,9
Tshela,2026-05-21,9
Vaku,2026-05-21,9
Kizu,2026-05-21,9
Kibunzi,2026-05-21,9
Luozi,2026-05-21,9
Kimpangu,2026-05-21,9
Ngidinga,2026-05-21,9
Boko-Kivulu,2026-05-21,9
Mbanza-Ngungu,2026-05-21,9
Kwilu-Ngongo,2026-05-21,9
Kisantu,2026-05-21,9
Mikope,2026-05-21,9
Oshwe,2026-05-21,9
Bosobe,2026-05-21,9
Bokoro,2026-05-21,9
Masi-Manimba,2026-05-21,9
Yasa-Bonga,2026-05-21,9
Idiofa,2026-05-21,9
Ipamu,2026-05-21,9
Koshibanda,2026-05-21,9
Kingandu,2026-05-21,9
Bulungu,2026-05-21,9
Bagata,2026-05-21,9
Bandundu,2026-05-21,9
Kajiji,2026-05-21,9
Kikwit-Nord,2026-05-21,9
Lusanga,2026-05-21,9
Feshi,2026-05-21,9
Wamba Lwadi,2026-05-21,9
Panzi,2026-05-21,9
Tembo,2026-05-21,9
Moanza,2026-05-21,9
Kimbau,2026-05-21,9
Kenge,2026-05-21,9
Boko,2026-05-21,9
Viadana,2026-05-21,9
Poko,2026-05-21,9
Basali,2026-05-21,9
Basoko,2026-05-21,9
Bengamisa,2026-05-21,9
Yakusu,2026-05-21,9
Yahisuli,2026-05-21,9
Yabaondo,2026-05-21,9
Isangi,2026-05-21,9
Yaleko,2026-05-21,9
Banalia,2026-05-21,9
Bafwasende,2026-05-21,9
Bafwagbogbo,2026-05-21,9
Buta,2026-05-21,9
Titule,2026-05-21,9
Ganga,2026-05-21,9
Vanga,2026-05-21,9
Djuma,2026-05-21,9
Sia,2026-05-21,9
Mungindu,2026-05-21,9
Kimputu,2026-05-21,9
Mosango,2026-05-21,9
Pay Kongila,2026-05-21,9
Matadi,2026-05-21,9
Nzanza,2026-05-21,9
Ndjili,2026-05-21,9
Mont Ngafula I,2026-05-21,9
Biyela,2026-05-21,9
Kikimi,2026-05-21,9
Lemba,2026-05-21,9
Matete,2026-05-21,9
Kisenso,2026-05-21,9
Lingwala,2026-05-21,9
Barumbu,2026-05-21,9
Kinshasa,2026-05-21,9
Limete,2026-05-21,9
Kalamu II,2026-05-21,9
Kalamu I,2026-05-21,9
Bumbu,2026-05-21,9
Makala,2026-05-21,9
Ngaba,2026-05-21,9
Bandalungwa,2026-05-21,9
Selembao,2026-05-21,9
Masina I,2026-05-21,9
Kintambo,2026-05-21,9
Kasa-Vubu,2026-05-21,9
Ngiri-Ngiri,2026-05-21,9
Binza Meteo,2026-05-21,9
Binza Ozone,2026-05-21,9
Kikongo,2026-05-21,9
Mont Ngafula II,2026-05-21,9
Sona-Bata,2026-05-21,9
Nsele,2026-05-21,9
Kanzala,2026-05-21,9
Tshikapa,2026-05-21,9
Kingasani,2026-05-21,9
Kimbanseke,2026-05-21,9
Bwamanda,2026-05-21,9
Kungu,2026-05-21,9
Loko,2026-05-21,9
Bangabola,2026-05-21,9
Boso Mondanda,2026-05-21,9
Budjala,2026-05-21,9
Binga,2026-05-21,9
Yamaluka,2026-05-21,9
Boso Manzi,2026-05-21,9
Karawa,2026-05-21,9
Bominenge,2026-05-21,9
Gemena,2026-05-21,9
Mbaya,2026-05-21,9
Bulu,2026-05-21,9
Tandala,2026-05-21,9
Kibombo,2026-05-21,9
Kindu,2026-05-21,9
