nom,date,national_cumulative_suspected_cases_daily
Walungu,5/19/26,575
Hauts-Plateaux,5/19/26,575
Kaniola,5/19/26,575
Kalonge,5/19/26,575
Bunyakiri,5/19/26,575
Uvira,5/19/26,575
Kitutu,5/19/26,575
Kamituga,5/19/26,575
Itombwe,5/19/26,575
Minembwe,5/19/26,575
Nundu,5/19/26,575
Ruzizi,5/19/26,575
Lemera,5/19/26,575
Fizi,5/19/26,575
Shabunda,5/19/26,575
Lulingu,5/19/26,575
Kalole,5/19/26,575
Mwenga,5/19/26,575
Mulungu,5/19/26,575
Bagira,5/19/26,575
Kadutu,5/19/26,575
Ibanda,5/19/26,575
Katana,5/19/26,575
Lualaba,5/19/26,575
Kafakumba,5/19/26,575
Kanzenze,5/19/26,575
Kasaji,5/19/26,575
Dilolo,5/19/26,575
Sandoa,5/19/26,575
Kalamba,5/19/26,575
Lubudi,5/19/26,575
Bunkeya,5/19/26,575
Fungurume,5/19/26,575
Kambove,5/19/26,575
Lubumbashi,5/19/26,575
Kisanga,5/19/26,575
Katuba,5/19/26,575
Mumbunda,5/19/26,575
Kipushi,5/19/26,575
Sakania,5/19/26,575
Kafubu,5/19/26,575
Kilela Balanda,5/19/26,575
Manika,5/19/26,575
Vangu,5/19/26,575
Kowe,5/19/26,575
Mitwaba,5/19/26,575
Gombe,5/19/26,575
Minova,5/19/26,575
Kalehe,5/19/26,575
Miti-Murhesa,5/19/26,575
Idjwi,5/19/26,575
Aba,5/19/26,575
Masina II,5/19/26,575
Kapanga,5/19/26,575
Dilala,5/19/26,575
Mutshatsha,5/19/26,575
Kikula,5/19/26,575
Kimbi Lulenge,5/19/26,575
Ferekeni,5/19/26,575
Wapinda,5/19/26,575
Likasi,5/19/26,575
Kasenga,5/19/26,575
Ntandembelo,5/19/26,575
Yumbi,5/19/26,575
Tshudi Loto,5/19/26,575
Kiri,5/19/26,575
Bosanga,5/19/26,575
Yalifafo,5/19/26,575
Dekese,5/19/26,575
Mimia,5/19/26,575
Makanza,5/19/26,575
Bomongo,5/19/26,575
Lolanga Mampoko,5/19/26,575
Penjwa,5/19/26,575
Bokungu,5/19/26,575
Wema,5/19/26,575
Befale,5/19/26,575
Lotumbe,5/19/26,575
Monkoto,5/19/26,575
Djombo,5/19/26,575
Bongandanga,5/19/26,575
Lingomo,5/19/26,575
Basankusu,5/19/26,575
Boende,5/19/26,575
Mompono,5/19/26,575
Monieka,5/19/26,575
Banjow Moke,5/19/26,575
Inongo,5/19/26,575
Wangata,5/19/26,575
Bolenge,5/19/26,575
Bolomba,5/19/26,575
Ingende,5/19/26,575
Iboko,5/19/26,575
Irebu,5/19/26,575
Mbandaka,5/19/26,575
Lukolela,5/19/26,575
Bikoro,5/19/26,575
Ntondo,5/19/26,575
Lilanga Bobangi,5/19/26,575
Wembo Nyama,5/20/26,671
Kole,5/20/26,671
Pania Mutombo,5/20/26,671
Minga,5/20/26,671
Lusambo,5/20/26,671
Dikungu,5/20/26,671
Vanga Kete,5/20/26,671
Lodja,5/20/26,671
Omendjadi,5/20/26,671
Djalo Djeka,5/20/26,671
Katako Kombe,5/20/26,671
Bena Dibele,5/20/26,671
Kamiji,5/20/26,671
Tshitenge,5/20/26,671
Miabi,5/20/26,671
Ngandajika,5/20/26,671
Mulumba,5/20/26,671
Tshilenge,5/20/26,671
Cilundu,5/20/26,671
Lubao,5/20/26,671
Kalonda Est,5/20/26,671
Kabinda,5/20/26,671
Ludimbi Lukula,5/20/26,671
Kalambayi Kabanga,5/20/26,671
Makota,5/20/26,671
Mwene Ditu,5/20/26,671
Wikong,5/20/26,671
Luputa,5/20/26,671
Kanda Kanda,5/20/26,671
Bonzola,5/20/26,671
Dibindi,5/20/26,671
Kansele,5/20/26,671
Muya,5/20/26,671
Diulu,5/20/26,671
Bipemba,5/20/26,671
Mpokolo,5/20/26,671
Nzaba,5/20/26,671
Kabeya Kamuanga,5/20/26,671
Mukumbi,5/20/26,671
Lukelenge,5/20/26,671
Tshishimbi,5/20/26,671
Lubilanji,5/20/26,671
Kamana,5/20/26,671
Kasansa,5/20/26,671
Bibanga,5/20/26,671
Kalenda,5/20/26,671
Tshofa,5/20/26,671
Pimu,5/20/26,671
Nyanga,5/20/26,671
Kalonda Ouest,5/20/26,671
Kamonia,5/20/26,671
Mutena,5/20/26,671
Banga Lubaka,5/20/26,671
Kamwesha,5/20/26,671
Mweka,5/20/26,671
Moba,5/20/26,671
Bogosenubia,5/20/26,671
Moanda,5/20/26,671
Kitona,5/20/26,671
Boma,5/20/26,671
Boma Bungu,5/20/26,671
Seke-Banza,5/20/26,671
Inga,5/20/26,671
Lukula,5/20/26,671
Tshela,5/20/26,671
Vaku,5/20/26,671
Kizu,5/20/26,671
Kibunzi,5/20/26,671
Luozi,5/20/26,671
Kimpangu,5/20/26,671
Ngidinga,5/20/26,671
Boko-Kivulu,5/20/26,671
Mbanza-Ngungu,5/20/26,671
Kwilu-Ngongo,5/20/26,671
Kisantu,5/20/26,671
Mikope,5/20/26,671
Oshwe,5/20/26,671
Bosobe,5/20/26,671
Bokoro,5/20/26,671
Masi-Manimba,5/20/26,671
Yasa-Bonga,5/20/26,671
Idiofa,5/20/26,671
Ipamu,5/20/26,671
Koshibanda,5/20/26,671
Kingandu,5/20/26,671
Bulungu,5/20/26,671
Bagata,5/20/26,671
Bandundu,5/20/26,671
Kajiji,5/20/26,671
Kikwit-Nord,5/20/26,671
Lusanga,5/20/26,671
Feshi,5/20/26,671
Wamba Lwadi,5/20/26,671
Panzi,5/20/26,671
Tembo,5/20/26,671
Moanza,5/20/26,671
Kimbau,5/20/26,671
Kenge,5/20/26,671
Boko,5/20/26,671
Viadana,5/20/26,671
Poko,5/20/26,671
Basali,5/20/26,671
Basoko,5/20/26,671
Bengamisa,5/20/26,671
Yakusu,5/20/26,671
Yahisuli,5/20/26,671
Yabaondo,5/20/26,671
Isangi,5/20/26,671
Yaleko,5/20/26,671
Banalia,5/20/26,671
Bafwasende,5/20/26,671
Bafwagbogbo,5/20/26,671
Buta,5/20/26,671
Titule,5/20/26,671
Ganga,5/20/26,671
Vanga,5/20/26,671
Djuma,5/20/26,671
Sia,5/20/26,671
Mungindu,5/20/26,671
Kimputu,5/20/26,671
Mosango,5/20/26,671
Pay Kongila,5/20/26,671
Matadi,5/20/26,671
Nzanza,5/20/26,671
Ndjili,5/20/26,671
Mont Ngafula I,5/20/26,671
Biyela,5/20/26,671
Kikimi,5/20/26,671
Lemba,5/20/26,671
Matete,5/20/26,671
Kisenso,5/20/26,671
Lingwala,5/20/26,671
Barumbu,5/20/26,671
Kinshasa,5/20/26,671
Limete,5/20/26,671
Kalamu II,5/20/26,671
Kalamu I,5/20/26,671
Bumbu,5/20/26,671
Makala,5/20/26,671
Ngaba,5/20/26,671
Bandalungwa,5/20/26,671
Selembao,5/20/26,671
Masina I,5/20/26,671
Kintambo,5/20/26,671
Kasa-Vubu,5/20/26,671
Ngiri-Ngiri,5/20/26,671
Binza Meteo,5/20/26,671
Binza Ozone,5/20/26,671
Kikongo,5/20/26,671
Mont Ngafula II,5/20/26,671
Sona-Bata,5/20/26,671
Nsele,5/20/26,671
Kanzala,5/20/26,671
Tshikapa,5/20/26,671
Kingasani,5/20/26,671
Kimbanseke,5/20/26,671
Bwamanda,5/20/26,671
Kungu,5/20/26,671
Loko,5/20/26,671
Bangabola,5/20/26,671
Boso Mondanda,5/20/26,671
Budjala,5/20/26,671
Binga,5/20/26,671
Yamaluka,5/20/26,671
Boso Manzi,5/20/26,671
Karawa,5/20/26,671
Bominenge,5/20/26,671
Gemena,5/20/26,671
Mbaya,5/20/26,671
Bulu,5/20/26,671
Tandala,5/20/26,671
Kibombo,5/20/26,671
Kindu,5/20/26,671
Alunguli,5/20/26,671
Kokolo,5/20/26,671
Police,5/20/26,671
Makiso-Kisangani,5/20/26,671
Mangobo,5/20/26,671
Kabondo,5/20/26,671
Tshopo,5/20/26,671
Kaniama,5/20/26,671
Kalemie,5/20/26,671
Kansimba,5/20/26,671
Butumba,5/20/26,671
Kinkondja,5/20/26,671
Baka,5/20/26,671
Kiyambi,5/20/26,671
Manono,5/20/26,671
Samba,5/20/26,671
Kasongo,5/20/26,671
Kunda,5/20/26,671
Saramabila,5/20/26,671
Kampene,5/20/26,671
Nyemba,5/20/26,671
Nyunzu,5/20/26,671
Kabambare,5/20/26,671
Pangi,5/20/26,671
Kalima,5/20/26,671
Yalimbongo,5/20/26,671
Aketi,5/20/26,671
Lolo,5/20/26,671
Yamongili,5/20/26,671
Abuzi,5/20/26,671
Yambuku,5/20/26,671
Wasolo,5/20/26,671
Bosondjo,5/20/26,671
Bumba,5/20/26,671
Mondombe,5/20/26,671
Djolu,5/20/26,671
Opienge,5/20/26,671
Obokote,5/20/26,671
Lowa,5/20/26,671
Wanierukula,5/20/26,671
Lubutu,5/20/26,671
Kitenda,5/20/26,671
Kasongo Lunda,5/20/26,671
Popokabaka,5/20/26,671
Kimvula,5/20/26,671
Maluku I,5/20/26,671
Kimpese,5/20/26,671
Nsona-Mpangu,5/20/26,671
Kangu,5/20/26,671
Kuimba,5/20/26,671
Kinkonzi,5/20/26,671
Mangembo,5/20/26,671
Gombe-Matadi,5/20/26,671
Masa,5/20/26,671
Bokonzi,5/20/26,671
Mawuya,5/20/26,671
Zongo,5/20/26,671
Libenge,5/20/26,671
Bili (Nord-Ubangi),5/20/26,671
Gbadolite,5/20/26,671
Mobayi Mbongo,5/20/26,671
Yakoma,5/20/26,671
Monga,5/20/26,671
Bondo,5/20/26,671
Bili (Bas-Uele),5/20/26,671
Ango,5/20/26,671
Opala,5/20/26,671
Kahemba,5/20/26,671
Gungu,5/20/26,671
Kitangwa,5/20/26,671
Mukedi,5/20/26,671
Kongolo,5/20/26,671
Mbulula,5/20/26,671
Kabalo,5/20/26,671
Bukama,5/20/26,671
Kabondo Dianda,5/20/26,671
Kabongo,5/20/26,671
Songa,5/20/26,671
Kayamba,5/20/26,671
Kitenge,5/20/26,671
Ankoro,5/20/26,671
Mulongo,5/20/26,671
Lwamba,5/20/26,671
Mukanga,5/20/26,671
Malemba,5/20/26,671
Kinda,5/20/26,671
Kamina,5/20/26,671
Kikwit-Sud,5/20/26,671
Kenya,5/20/26,671
Kamalondo,5/20/26,671
Tshamilemba,5/20/26,671
Pweto,5/20/26,671
Lukafu,5/20/26,671
Mufunga Sampwe,5/20/26,671
Kilwa,5/20/26,671
Kapolowe,5/20/26,671
Panda,5/20/26,671
Kashobwe,5/20/26,671
Kampemba,5/20/26,671
Rwashi,5/20/26,671
Bena Tshiadi,5/20/26,671
Yangala,5/20/26,671
Ilebo,5/20/26,671
Luebo,5/20/26,671
Bena Leka,5/20/26,671
Muetshi,5/20/26,671
Tshikula,5/20/26,671
Dibaya,5/20/26,671
Kalomba,5/20/26,671
Tshibala,5/20/26,671
Mushenge,5/20/26,671
Bulape,5/20/26,671
Masuika,5/20/26,671
Luiza,5/20/26,671
Katoka,5/20/26,671
Ndesha,5/20/26,671
Tshikaji,5/20/26,671
Bilomba,5/20/26,671
Ndekesha,5/20/26,671
Bunkonde,5/20/26,671
Mikalayi,5/20/26,671
Luambo,5/20/26,671
Katende,5/20/26,671
Ndjoko-Mpunda,5/20/26,671
Lubondaie,5/20/26,671
Kakenge,5/20/26,671
Rwampara,5/20/26,671
Bunia,5/20/26,671
Jiba,5/20/26,671
Linga,5/20/26,671
Mangala,5/20/26,671
Damas,5/20/26,671
Fataki,5/20/26,671
Drodro,5/20/26,671
Tchomia,5/20/26,671
Rethy,5/20/26,671
Nyakunde,5/20/26,671
Nizi,5/20/26,671
Bambu,5/20/26,671
Kilo,5/20/26,671
Mongbalu,5/20/26,671
Komanda,5/20/26,671
Gethy,5/20/26,671
Boga,5/20/26,671
Nia-Nia,5/20/26,671
Mandima,5/20/26,671
Lolwa,5/20/26,671
Lita,5/20/26,671
Boma-Mangbetu,5/20/26,671
Isiro,5/20/26,671
Wamba,5/20/26,671
Doruma,5/20/26,671
Pawa,5/20/26,671
Niangara,5/20/26,671
Rungu,5/20/26,671
Mambasa,5/20/26,671
Rimba,5/20/26,671
Logo,5/20/26,671
Angumu,5/20/26,671
Nyarambe,5/20/26,671
Mahagi,5/20/26,671
Makoro,5/20/26,671
Kambala,5/20/26,671
Biringi,5/20/26,671
Laybo,5/20/26,671
Ariwara,5/20/26,671
Adi,5/20/26,671
Aru,5/20/26,671
Adja,5/20/26,671
Aungba,5/20/26,671
Faradje,5/20/26,671
Gombari,5/20/26,671
Dungu,5/20/26,671
Watsa,5/20/26,671
Demba,5/20/26,671
Mutoto,5/20/26,671
Lubunga (Kasaï-Central),5/20/26,671
Kananga,5/20/26,671
Maluku II,5/20/26,671
Nselo,5/20/26,671
Lomela,5/20/26,671
Nioki,5/20/26,671
Bolobo,5/20/26,671
Mushie,5/20/26,671
Kwamouth,5/20/26,671
Mokala,5/20/26,671
Kisanji,5/20/26,671
Lukonga,5/20/26,671
Tunda,5/20/26,671
Bosobolo,5/20/26,671
Businga,5/20/26,671
Boto,5/20/26,671
Lisala,5/20/26,671
Ndage,5/20/26,671
Mwela Lembwa,5/20/26,671
Kingabwa,5/20/26,671
Likati,5/20/26,671
Yahuma,5/20/26,671
Ikela,5/20/26,671
Lubunga (Tshopo),5/20/26,671
Ubundu,5/20/26,671
Kailo,5/20/26,671
Ototo,5/20/26,671
Tshumbe,5/20/26,671
Lusangi,5/20/26,671
Bobozo,5/20/26,671
Punia,5/20/26,671
Kyondo,5/20/26,671
Mabalako,5/20/26,671
Biena,5/20/26,671
Masereka,5/20/26,671
Lubero,5/20/26,671
Manguredjipa,5/20/26,671
Mutwanga,5/20/26,671
Kamango,5/20/26,671
Oicha,5/20/26,671
Binza,5/20/26,671
Rwanguba,5/20/26,671
Rutshuru,5/20/26,671
Birambizo,5/20/26,671
Beni,5/20/26,671
Vuhovi,5/20/26,671
Musienene,5/20/26,671
Butembo,5/20/26,671
Katwa,5/20/26,671
Kayna,5/20/26,671
Goma,5/20/26,671
Karisimbi,5/20/26,671
Kibua,5/20/26,671
Masisi,5/20/26,671
Mweso,5/20/26,671
Kirotshe,5/20/26,671
Pinga,5/20/26,671
Walikale,5/20/26,671
Kibirizi,5/20/26,671
Kalunguta,5/20/26,671
Alimbongo,5/20/26,671
Nyiragongo,5/20/26,671
Katoyi,5/20/26,671
Bambo,5/20/26,671
Itebero,5/20/26,671
Mwana,5/20/26,671
Kaziba,5/20/26,671
Nyantende,5/20/26,671
Nyangezi,5/20/26,671
Kabare,5/20/26,671
Mubumbano,5/20/26,671
Walungu,5/20/26,671
Hauts-Plateaux,5/20/26,671
Kaniola,5/20/26,671
Kalonge,5/20/26,671
Bunyakiri,5/20/26,671
Uvira,5/20/26,671
Kitutu,5/20/26,671
Kamituga,5/20/26,671
Itombwe,5/20/26,671
Minembwe,5/20/26,671
Nundu,5/20/26,671
Ruzizi,5/20/26,671
Lemera,5/20/26,671
Fizi,5/20/26,671
Shabunda,5/20/26,671
Lulingu,5/20/26,671
Kalole,5/20/26,671
Mwenga,5/20/26,671
Mulungu,5/20/26,671
Bagira,5/20/26,671
Kadutu,5/20/26,671
Ibanda,5/20/26,671
Katana,5/20/26,671
Lualaba,5/20/26,671
Kafakumba,5/20/26,671
Kanzenze,5/20/26,671
Kasaji,5/20/26,671
Dilolo,5/20/26,671
Sandoa,5/20/26,671
Kalamba,5/20/26,671
Lubudi,5/20/26,671
Bunkeya,5/20/26,671
Fungurume,5/20/26,671
Kambove,5/20/26,671
Lubumbashi,5/20/26,671
Kisanga,5/20/26,671
Katuba,5/20/26,671
Mumbunda,5/20/26,671
Kipushi,5/20/26,671
Sakania,5/20/26,671
Kafubu,5/20/26,671
Kilela Balanda,5/20/26,671
Manika,5/20/26,671
Vangu,5/20/26,671
Kowe,5/20/26,671
Mitwaba,5/20/26,671
Gombe,5/20/26,671
Minova,5/20/26,671
Kalehe,5/20/26,671
Miti-Murhesa,5/20/26,671
Idjwi,5/20/26,671
Aba,5/20/26,671
Masina II,5/20/26,671
Kapanga,5/20/26,671
Dilala,5/20/26,671
Mutshatsha,5/20/26,671
Kikula,5/20/26,671
Kimbi Lulenge,5/20/26,671
Ferekeni,5/20/26,671
Wapinda,5/20/26,671
Likasi,5/20/26,671
Kasenga,5/20/26,671
Ntandembelo,5/20/26,671
Yumbi,5/20/26,671
Tshudi Loto,5/20/26,671
Kiri,5/20/26,671
Bosanga,5/20/26,671
Yalifafo,5/20/26,671
Dekese,5/20/26,671
Mimia,5/20/26,671
Makanza,5/20/26,671
Bomongo,5/20/26,671
Lolanga Mampoko,5/20/26,671
Penjwa,5/20/26,671
Bokungu,5/20/26,671
Wema,5/20/26,671
Befale,5/20/26,671
Lotumbe,5/20/26,671
Monkoto,5/20/26,671
Djombo,5/20/26,671
Bongandanga,5/20/26,671
Lingomo,5/20/26,671
Basankusu,5/20/26,671
Boende,5/20/26,671
Mompono,5/20/26,671
Monieka,5/20/26,671
Banjow Moke,5/20/26,671
Inongo,5/20/26,671
Wangata,5/20/26,671
Bolenge,5/20/26,671
Bolomba,5/20/26,671
Ingende,5/20/26,671
Iboko,5/20/26,671
Irebu,5/20/26,671
Mbandaka,5/20/26,671
Lukolela,5/20/26,671
Bikoro,5/20/26,671
Ntondo,5/20/26,671
Lilanga Bobangi,5/20/26,671
Wembo Nyama,5/21/26,746
Kole,5/21/26,746
Pania Mutombo,5/21/26,746
Minga,5/21/26,746
Lusambo,5/21/26,746
Dikungu,5/21/26,746
Vanga Kete,5/21/26,746
Lodja,5/21/26,746
Omendjadi,5/21/26,746
Djalo Djeka,5/21/26,746
Katako Kombe,5/21/26,746
Bena Dibele,5/21/26,746
Kamiji,5/21/26,746
Tshitenge,5/21/26,746
Miabi,5/21/26,746
Ngandajika,5/21/26,746
Mulumba,5/21/26,746
Tshilenge,5/21/26,746
Cilundu,5/21/26,746
Lubao,5/21/26,746
Kalonda Est,5/21/26,746
Kabinda,5/21/26,746
Ludimbi Lukula,5/21/26,746
Kalambayi Kabanga,5/21/26,746
Makota,5/21/26,746
Mwene Ditu,5/21/26,746
Wikong,5/21/26,746
Luputa,5/21/26,746
Kanda Kanda,5/21/26,746
Bonzola,5/21/26,746
Dibindi,5/21/26,746
Kansele,5/21/26,746
Muya,5/21/26,746
Diulu,5/21/26,746
Bipemba,5/21/26,746
Mpokolo,5/21/26,746
Nzaba,5/21/26,746
Kabeya Kamuanga,5/21/26,746
Mukumbi,5/21/26,746
Lukelenge,5/21/26,746
Tshishimbi,5/21/26,746
Lubilanji,5/21/26,746
Kamana,5/21/26,746
Kasansa,5/21/26,746
Bibanga,5/21/26,746
Kalenda,5/21/26,746
Tshofa,5/21/26,746
Pimu,5/21/26,746
Nyanga,5/21/26,746
Kalonda Ouest,5/21/26,746
Kamonia,5/21/26,746
Mutena,5/21/26,746
Banga Lubaka,5/21/26,746
Kamwesha,5/21/26,746
Mweka,5/21/26,746
Moba,5/21/26,746
Bogosenubia,5/21/26,746
Moanda,5/21/26,746
Kitona,5/21/26,746
Boma,5/21/26,746
Boma Bungu,5/21/26,746
Seke-Banza,5/21/26,746
Inga,5/21/26,746
Lukula,5/21/26,746
Tshela,5/21/26,746
Vaku,5/21/26,746
Kizu,5/21/26,746
Kibunzi,5/21/26,746
Luozi,5/21/26,746
Kimpangu,5/21/26,746
Ngidinga,5/21/26,746
Boko-Kivulu,5/21/26,746
Mbanza-Ngungu,5/21/26,746
Kwilu-Ngongo,5/21/26,746
Kisantu,5/21/26,746
Mikope,5/21/26,746
Oshwe,5/21/26,746
Bosobe,5/21/26,746
Bokoro,5/21/26,746
Masi-Manimba,5/21/26,746
Yasa-Bonga,5/21/26,746
Idiofa,5/21/26,746
Ipamu,5/21/26,746
Koshibanda,5/21/26,746
Kingandu,5/21/26,746
Bulungu,5/21/26,746
Bagata,5/21/26,746
Bandundu,5/21/26,746
Kajiji,5/21/26,746
Kikwit-Nord,5/21/26,746
Lusanga,5/21/26,746
Feshi,5/21/26,746
Wamba Lwadi,5/21/26,746
Panzi,5/21/26,746
Tembo,5/21/26,746
Moanza,5/21/26,746
Kimbau,5/21/26,746
Kenge,5/21/26,746
Boko,5/21/26,746
Viadana,5/21/26,746
Poko,5/21/26,746
Basali,5/21/26,746
Basoko,5/21/26,746
Bengamisa,5/21/26,746
Yakusu,5/21/26,746
Yahisuli,5/21/26,746
Yabaondo,5/21/26,746
Isangi,5/21/26,746
Yaleko,5/21/26,746
Banalia,5/21/26,746
Bafwasende,5/21/26,746
Bafwagbogbo,5/21/26,746
Buta,5/21/26,746
Titule,5/21/26,746
Ganga,5/21/26,746
Vanga,5/21/26,746
Djuma,5/21/26,746
Sia,5/21/26,746
Mungindu,5/21/26,746
Kimputu,5/21/26,746
Mosango,5/21/26,746
Pay Kongila,5/21/26,746
Matadi,5/21/26,746
Nzanza,5/21/26,746
Ndjili,5/21/26,746
Mont Ngafula I,5/21/26,746
Biyela,5/21/26,746
Kikimi,5/21/26,746
Lemba,5/21/26,746
Matete,5/21/26,746
Kisenso,5/21/26,746
Lingwala,5/21/26,746
Barumbu,5/21/26,746
Kinshasa,5/21/26,746
Limete,5/21/26,746
Kalamu II,5/21/26,746
Kalamu I,5/21/26,746
Bumbu,5/21/26,746
Makala,5/21/26,746
Ngaba,5/21/26,746
Bandalungwa,5/21/26,746
Selembao,5/21/26,746
Masina I,5/21/26,746
Kintambo,5/21/26,746
Kasa-Vubu,5/21/26,746
Ngiri-Ngiri,5/21/26,746
Binza Meteo,5/21/26,746
Binza Ozone,5/21/26,746
Kikongo,5/21/26,746
Mont Ngafula II,5/21/26,746
Sona-Bata,5/21/26,746
Nsele,5/21/26,746
Kanzala,5/21/26,746
Tshikapa,5/21/26,746
Kingasani,5/21/26,746
Kimbanseke,5/21/26,746
Bwamanda,5/21/26,746
Kungu,5/21/26,746
Loko,5/21/26,746
Bangabola,5/21/26,746
Boso Mondanda,5/21/26,746
Budjala,5/21/26,746
Binga,5/21/26,746
Yamaluka,5/21/26,746
Boso Manzi,5/21/26,746
Karawa,5/21/26,746
Bominenge,5/21/26,746
Gemena,5/21/26,746
Mbaya,5/21/26,746
Bulu,5/21/26,746
Tandala,5/21/26,746
Kibombo,5/21/26,746
Kindu,5/21/26,746
Alunguli,5/21/26,746
Kokolo,5/21/26,746
Police,5/21/26,746
Makiso-Kisangani,5/21/26,746
Mangobo,5/21/26,746
Kabondo,5/21/26,746
Tshopo,5/21/26,746
Kaniama,5/21/26,746
Kalemie,5/21/26,746
Kansimba,5/21/26,746
Butumba,5/21/26,746
Kinkondja,5/21/26,746
Baka,5/21/26,746
Kiyambi,5/21/26,746
Manono,5/21/26,746
Samba,5/21/26,746
Kasongo,5/21/26,746
Kunda,5/21/26,746
Saramabila,5/21/26,746
Kampene,5/21/26,746
Nyemba,5/21/26,746
Nyunzu,5/21/26,746
Kabambare,5/21/26,746
Pangi,5/21/26,746
Kalima,5/21/26,746
Yalimbongo,5/21/26,746
Aketi,5/21/26,746
Lolo,5/21/26,746
Yamongili,5/21/26,746
Abuzi,5/21/26,746
Yambuku,5/21/26,746
Wasolo,5/21/26,746
Bosondjo,5/21/26,746
Bumba,5/21/26,746
Mondombe,5/21/26,746
Djolu,5/21/26,746
Opienge,5/21/26,746
Obokote,5/21/26,746
Lowa,5/21/26,746
Wanierukula,5/21/26,746
Lubutu,5/21/26,746
Kitenda,5/21/26,746
Kasongo Lunda,5/21/26,746
Popokabaka,5/21/26,746
Kimvula,5/21/26,746
Maluku I,5/21/26,746
Kimpese,5/21/26,746
Nsona-Mpangu,5/21/26,746
Kangu,5/21/26,746
Kuimba,5/21/26,746
Kinkonzi,5/21/26,746
Mangembo,5/21/26,746
Gombe-Matadi,5/21/26,746
Masa,5/21/26,746
Bokonzi,5/21/26,746
Mawuya,5/21/26,746
Zongo,5/21/26,746
Libenge,5/21/26,746
Bili (Nord-Ubangi),5/21/26,746
Gbadolite,5/21/26,746
Mobayi Mbongo,5/21/26,746
Yakoma,5/21/26,746
Monga,5/21/26,746
Bondo,5/21/26,746
Bili (Bas-Uele),5/21/26,746
Ango,5/21/26,746
Opala,5/21/26,746
Kahemba,5/21/26,746
Gungu,5/21/26,746
Kitangwa,5/21/26,746
Mukedi,5/21/26,746
Kongolo,5/21/26,746
Mbulula,5/21/26,746
Kabalo,5/21/26,746
Bukama,5/21/26,746
Kabondo Dianda,5/21/26,746
Kabongo,5/21/26,746
Songa,5/21/26,746
Kayamba,5/21/26,746
Kitenge,5/21/26,746
Ankoro,5/21/26,746
Mulongo,5/21/26,746
Lwamba,5/21/26,746
Mukanga,5/21/26,746
Malemba,5/21/26,746
Kinda,5/21/26,746
Kamina,5/21/26,746
Kikwit-Sud,5/21/26,746
Kenya,5/21/26,746
Kamalondo,5/21/26,746
Tshamilemba,5/21/26,746
Pweto,5/21/26,746
Lukafu,5/21/26,746
Mufunga Sampwe,5/21/26,746
Kilwa,5/21/26,746
Kapolowe,5/21/26,746
Panda,5/21/26,746
Kashobwe,5/21/26,746
Kampemba,5/21/26,746
Rwashi,5/21/26,746
Bena Tshiadi,5/21/26,746
Yangala,5/21/26,746
Ilebo,5/21/26,746
Luebo,5/21/26,746
Bena Leka,5/21/26,746
Muetshi,5/21/26,746
Tshikula,5/21/26,746
Dibaya,5/21/26,746
Kalomba,5/21/26,746
Tshibala,5/21/26,746
Mushenge,5/21/26,746
Bulape,5/21/26,746
Masuika,5/21/26,746
Luiza,5/21/26,746
Katoka,5/21/26,746
Ndesha,5/21/26,746
Tshikaji,5/21/26,746
Bilomba,5/21/26,746
Ndekesha,5/21/26,746
Bunkonde,5/21/26,746
Mikalayi,5/21/26,746
Luambo,5/21/26,746
Katende,5/21/26,746
Ndjoko-Mpunda,5/21/26,746
Lubondaie,5/21/26,746
Kakenge,5/21/26,746
Rwampara,5/21/26,746
Bunia,5/21/26,746
Jiba,5/21/26,746
Linga,5/21/26,746
Mangala,5/21/26,746
Damas,5/21/26,746
Fataki,5/21/26,746
Drodro,5/21/26,746
Tchomia,5/21/26,746
Rethy,5/21/26,746
Nyakunde,5/21/26,746
Nizi,5/21/26,746
Bambu,5/21/26,746
Kilo,5/21/26,746
Mongbalu,5/21/26,746
Komanda,5/21/26,746
Gethy,5/21/26,746
Boga,5/21/26,746
Nia-Nia,5/21/26,746
Mandima,5/21/26,746
Lolwa,5/21/26,746
Lita,5/21/26,746
Boma-Mangbetu,5/21/26,746
Isiro,5/21/26,746
Wamba,5/21/26,746
Doruma,5/21/26,746
Pawa,5/21/26,746
Niangara,5/21/26,746
Rungu,5/21/26,746
Mambasa,5/21/26,746
Rimba,5/21/26,746
Logo,5/21/26,746
Angumu,5/21/26,746
Nyarambe,5/21/26,746
Mahagi,5/21/26,746
Makoro,5/21/26,746
Kambala,5/21/26,746
Biringi,5/21/26,746
Laybo,5/21/26,746
Ariwara,5/21/26,746
Adi,5/21/26,746
Aru,5/21/26,746
Adja,5/21/26,746
Aungba,5/21/26,746
Faradje,5/21/26,746
Gombari,5/21/26,746
Dungu,5/21/26,746
Watsa,5/21/26,746
Demba,5/21/26,746
Mutoto,5/21/26,746
Lubunga (Kasaï-Central),5/21/26,746
Kananga,5/21/26,746
Maluku II,5/21/26,746
Nselo,5/21/26,746
Lomela,5/21/26,746
Nioki,5/21/26,746
Bolobo,5/21/26,746
Mushie,5/21/26,746
Kwamouth,5/21/26,746
Mokala,5/21/26,746
Kisanji,5/21/26,746
Lukonga,5/21/26,746
Tunda,5/21/26,746
Bosobolo,5/21/26,746
Businga,5/21/26,746
Boto,5/21/26,746
Lisala,5/21/26,746
Ndage,5/21/26,746
Mwela Lembwa,5/21/26,746
Kingabwa,5/21/26,746
Likati,5/21/26,746
Yahuma,5/21/26,746
